День,Название группы,№ Группы,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Тип площадки,Вид размещения,Название площадки,Название площадок yandex,Площадка выключена в РК,Можно запретить площадку,Внешняя сеть,Тематика телеграм-канала,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,Тип условия показа,Название кампании,№ Кампании,Производитель устройства,Версия ОС устройства,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
16.08.2026,Яхта Tigger,5780489255,аренда яхты в сочи на сутки с капитаном цена,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917713181968153696,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,Старше 55,2–5%,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,0.74,0.00,74.15,2.00,-,-,-
16.08.2026,Яхта Tigger,5780489255,аренда яхты на корпоратив,Целевые запросы,Запросы без упоминания брендов,-,,1917632891845957028,Активные,Комбинаторное,"Фуршеты, корпоративы и VIP-отдых на яхте ""Tigger""",Фуршеты и переговоры на яхте. Яхта Tigger. Безналичная оплата для ЮЛ. Бронируйте.,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Мужской,35-44 года,Остальные,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,0.42,0.00,41.63,6.00,-,-,-
16.08.2026,Яхта Tigger,5780489255,аренда яхты на неделю сириус,Узкие запросы,Запросы без упоминания брендов,-,,1917632891845957028,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Мужской,35-44 года,6–10%,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,1,0,0.00,-,100.00,0.00,0.86,116.05,86.17,2.00,2.00,0.00,2.00
16.08.2026,Яхта Tigger,5780489255,морской порт сочи аренда яхты,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917632891845957028,Активные,Комбинаторное,"""Tigger"" - яхта премиум-класса в Сочи. 2 палубы, 3 каюты",Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Мужской,45-54 года,Остальные,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,0.91,0.00,91.14,1.00,-,-,-
16.08.2026,Яхта Tigger,5780489255,на яхте в сочи парусеая несколько дней,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917632891845957028,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,35-44 года,2–5%,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,0.83,0.00,82.82,6.00,-,-,-
16.08.2026,Яхта Tigger,5780489255,на яхте в сочи парусеая несколько дней,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917713181968153696,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,35-44 года,2–5%,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.20,0.00,119.93,2.00,-,-,-
16.08.2026,Яхта Tigger,5780489255,прогулка на яхте адлер имеретинский порт,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1917632891845957028,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Мужской,18-24 года,Остальные,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.01,0.00,101.14,1.00,-,-,-
16.08.2026,Яхта Tigger,5780489255,прогулка на яхте адлер имеретинский порт,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1917632891845957028,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Мужской,18-24 года,Остальные,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,0.74,0.00,74.18,6.00,-,-,-
16.08.2026,Яхта Tigger,5780489255,яхта внжела сочи,Целевые запросы,Запросы без упоминания брендов,-,,1917632891845957028,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Фуршеты и переговоры на яхте. Яхта Tigger. Безналичная оплата для ЮЛ. Бронируйте.,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,25-34 года,Топ 1%,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-,-,-
16.08.2026,Яхта Tigger,5780489255,яхта для двоих в сириусе,Узкие запросы,Запросы без упоминания брендов,-,,1917632891845957028,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Фуршеты и переговоры на яхте. Яхта Tigger. Безналичная оплата для ЮЛ. Бронируйте.,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Эксклюзивное размещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,25-34 года,Остальные,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.18,0.00,118.31,1.00,-,-,-
16.08.2026,Яхта Tigger,5780489255,яхта для двоих в сириусе,Узкие запросы,Запросы без упоминания брендов,-,,1917713181968153696,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,25-34 года,Остальные,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,2,0,0,-,-,0.00,-,2.79,0.00,139.27,5.00,-,-,-
16.08.2026,Яхта Tigger,5780489255,яхта сочи аренда морской порт,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917632891845957028,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Фуршеты и переговоры на яхте. Яхта Tigger. Безналичная оплата для ЮЛ. Бронируйте.,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,25-34 года,6–10%,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.05,0.00,105.14,1.00,-,-,-
